Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
1193,"""2018 Jeep Compass""","""Automatic""","""1st Owner""","""Petrol""","""Jeep-Compass""",47742,1569399,2018,"""Chennai""",4
1194,"""2019 Datsun Redi Go""","""Manual""","""1st Owner""","""Petrol""","""Datsun-Redi""",38720,300099,2019,"""Chennai""",3
1195,"""2014 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",65341,446199,2014,"""Chennai""",8
1196,"""2019 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",20302,619299,2019,"""Chennai""",3
1197,"""2014 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",31348,396299,2014,"""Chennai""",8
1198,"""2020 Hyundai GRAND I10 NIOS""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-GRAND""",60475,692299,2020,"""Chennai""",2
1199,"""2016 Hyundai i20 Active""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-i20""",64481,665699,2016,"""Chennai""",6
1200,"""2018 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",18811,418799,2018,"""Chennai""",4
1201,"""2019 Hyundai NEW SANTRO""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-NEW""",17535,598299,2019,"""Chennai""",3
1202,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",72412,325499,2018,"""Chennai""",4
1203,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",43472,621699,2017,"""Chennai""",5
1204,"""2015 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",88557,446499,2015,"""Chennai""",7
1205,"""2017 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",22941,606599,2017,"""Chennai""",5
1206,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",20453,830399,2018,"""Chennai""",4
1207,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",31841,466099,2016,"""Chennai""",6
1208,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",84200,827699,2017,"""Chennai""",5
1209,"""2016 Maruti Alto 800""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",23666,308799,2016,"""Chennai""",6
1210,"""2019 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",3105,542799,2019,"""Chennai""",3
1211,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",56043,610499,2017,"""Chennai""",5
1212,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",22677,357899,2017,"""Chennai""",5
1213,"""2020 Toyota YARIS""","""Manual""","""1st Owner""","""Petrol""","""Toyota-YARIS""",23281,1182299,2020,"""Chennai""",2
1214,"""2018 Honda Jazz""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Jazz""",65905,723799,2018,"""Chennai""",4
1215,"""2017 Maruti S Cross""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-S""",43715,749699,2017,"""Chennai""",5
1216,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",31355,349799,2017,"""Chennai""",5
1217,"""2018 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",19359,548699,2018,"""Chennai""",4
1218,"""2017 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",88268,479699,2017,"""Chennai""",5
1219,"""2017 Hyundai Grand i10""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",78053,579299,2017,"""Chennai""",5
1220,"""2015 Maruti Celerio""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Celerio""",37180,409899,2015,"""Chennai""",7
1221,"""2014 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",35038,310299,2014,"""Chennai""",8
1222,"""2019 Maruti Eeco""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Eeco""",5310,461199,2019,"""Chennai""",3
1223,"""2017 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",41445,653199,2017,"""Chennai""",5
1224,"""2017 Maruti Dzire""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Dzire""",41221,653199,2017,"""Chennai""",5
1225,"""2021 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",729,444399,2021,"""Chennai""",1
1226,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",17375,636899,2017,"""Chennai""",5
1227,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",21908,489599,2019,"""Chennai""",3
1228,"""2018 Hyundai NEW SANTRO""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-NEW""",17625,557399,2018,"""Chennai""",4
1229,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",36814,355599,2017,"""Chennai""",5
1230,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",53338,654899,2016,"""Chennai""",6
1231,"""2020 MG HECTOR""","""Automatic""","""1st Owner""","""Petrol""","""MG-HECTOR""",24939,1879599,2020,"""Chennai""",2
1232,"""2018 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",27426,910199,2018,"""Chennai""",4
1233,"""2015 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",57825,518499,2015,"""Chennai""",7
1234,"""2019 Hyundai NEW SANTRO""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-NEW""",35336,534299,2019,"""Chennai""",3
1235,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",41940,307999,2017,"""Chennai""",5
1236,"""2015 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",152097,561699,2015,"""Chennai""",7
1237,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",67891,819599,2018,"""Chennai""",4
1238,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",37774,590799,2018,"""Chennai""",4
1239,"""2014 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",114386,335699,2014,"""Chennai""",8
1240,"""2013 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",69280,339599,2013,"""Chennai""",9
1241,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",58657,632799,2018,"""Chennai""",4
1242,"""2018 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",22046,522199,2018,"""Chennai""",4
1243,"""2017 Maruti Alto K10""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Alto""",23386,430399,2017,"""Chennai""",5
1244,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",50588,604599,2016,"""Chennai""",6
1245,"""2017 Maruti Alto 800""",,"""1st Owner""","""Petrol""","""Maruti-Alto""",22833,313399,2017,"""Chennai""",5
1246,"""2018 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",33939,555699,2018,"""Chennai""",4
1247,"""2015 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",43585,401199,2015,"""Chennai""",7
1248,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",21397,476199,2020,"""Chennai""",2
1249,"""2018 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",12367,471199,2018,"""Chennai""",4
1250,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",61339,331899,2017,"""Chennai""",5
1251,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",51353,584299,2017,"""Chennai""",5
1252,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",93189,679899,2016,"""Chennai""",6
1253,"""2019 Maruti Alto""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",13835,363599,2019,"""Chennai""",3
1254,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",44664,620599,2017,"""Chennai""",5
1255,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",63433,669099,2018,"""Chennai""",4
1256,"""2018 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",11586,471199,2018,"""Chennai""",4
1257,"""2017 Hyundai Grand i10""",,"""1st Owner""","""Petrol""","""Hyundai-Grand""",53180,571299,2017,"""Chennai""",5
1258,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",29098,669099,2018,"""Chennai""",4
1259,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",64365,321299,2017,"""Chennai""",5
1260,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",10757,493899,2019,"""Chennai""",3
1261,"""2019 Hyundai NEW SANTRO""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-NEW""",61189,540299,2019,"""Chennai""",3
1262,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",40950,550399,2017,"""Chennai""",5
1263,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",78170,587399,2016,"""Chennai""",6
1264,"""2018 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",20474,467399,2018,"""Chennai""",4
1265,"""2015 Hyundai i20 Active""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-i20""",60285,539599,2015,"""Chennai""",7
1266,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",43737,407299,2019,"""Chennai""",3
1267,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",40646,453999,2019,"""Chennai""",3
1268,"""2018 Honda WR-V""","""Manual""","""1st Owner""","""Petrol""","""Honda-WR-V""",72429,755299,2018,"""Chennai""",4
1269,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",49741,484799,2017,"""Chennai""",5
1270,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",75992,536999,2017,"""Chennai""",5
1271,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",75909,663099,2017,"""Chennai""",5
1272,"""2017 Maruti Wagon R 1.0""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Wagon""",30353,477299,2017,"""Chennai""",5
1273,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",54919,642799,2017,"""Chennai""",5
1274,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",50453,550699,2018,"""Chennai""",4
1275,"""2017 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",33612,361799,2017,"""Chennai""",5
1276,"""2017 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",40677,476999,2017,"""Chennai""",5
1277,"""2017 Maruti IGNIS""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",93724,529799,2017,"""Chennai""",5
1278,"""2018 Maruti Alto K10""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Alto""",50284,411599,2018,"""Chennai""",4
1279,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",54014,325199,2017,"""Chennai""",5
1280,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",40902,463399,2017,"""Chennai""",5
1281,"""2018 Maruti Wagon R 1.0""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Wagon""",61912,500299,2018,"""Chennai""",4
1282,"""2018 Maruti Alto 800""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",35182,341699,2018,"""Chennai""",4
1283,"""2021 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",27060,430499,2021,"""Chennai""",1
1284,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",37131,341699,2018,"""Chennai""",4
1285,"""2019 Maruti Celerio""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Celerio""",5916,544299,2019,"""Chennai""",3
1286,"""2020 Maruti New  Wagon-R""","""Manual""","""1st Owner""","""Petrol""","""Maruti-New""",4017,605099,2020,"""Chennai""",2
1287,"""2018 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",26327,507799,2018,"""Chennai""",4
1288,"""2020 Mahindra XUV500""","""Automatic""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",13690,1923499,2020,"""Chennai""",2
1289,"""2018 Skoda Rapid""","""Automatic""","""1st Owner""","""Diesel""","""Skoda-Rapid""",65043,1027899,2018,"""Chennai""",4
1290,"""2020 Tata TIGOR""","""Automatic""","""1st Owner""","""Petrol""","""Tata-TIGOR""",6802,798999,2020,"""Chennai""",2
1291,"""2015 Hyundai i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i10""",33387,400899,2015,"""Chennai""",7
1292,"""2018 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",21935,496199,2018,"""Chennai""",4
1293,"""2018 Ford Figo Aspire""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Figo""",14545,598399,2018,"""Chennai""",4
1294,"""2012 Hyundai i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",74055,387999,2012,"""Chennai""",10
1295,"""2015 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",9969,522699,2015,"""Chennai""",7
1296,"""2016 Hyundai i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i10""",60094,378599,2016,"""Chennai""",6
1297,"""2021 Renault TRIBER""","""Manual""","""2nd Owner""","""Petrol""","""Renault-TRIBER""",16515,664699,2021,"""Chennai""",1
1298,"""2012 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",160727,364899,2012,"""Chennai""",10
1299,"""2016 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",45631,448799,2016,"""Chennai""",6
1300,"""2016 Maruti Swift Dzire""","""Automatic""","""2nd Owner""","""Diesel""","""Maruti-Swift""",74813,633599,2016,"""Chennai""",6
1301,"""2019 Maruti New  Wagon-R""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-New""",9704,535999,2019,"""Chennai""",3
1302,"""2014 Maruti Ritz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ritz""",28929,423799,2014,"""Chennai""",8
1303,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",2353,843099,2019,"""Chennai""",3
1304,"""2018 Nissan Micra""","""Automatic""","""1st Owner""","""Petrol""","""Nissan-Micra""",37642,582599,2018,"""Chennai""",4
1305,"""2020 Tata ALTROZ""","""Manual""","""1st Owner""","""Petrol""","""Tata-ALTROZ""",5762,732899,2020,"""Chennai""",2
1306,"""2017 Honda Jazz""","""Manual""","""2nd Owner""","""Petrol""","""Honda-Jazz""",16921,647999,2017,"""Chennai""",5
1307,"""2013 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Swift""",85996,395599,2013,"""Chennai""",9
1308,"""2017 Volkswagen Ameo""","""Manual""","""2nd Owner""","""Petrol""","""Volkswagen-Ameo""",16735,504299,2017,"""Chennai""",5
1309,"""2013 Hyundai i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i20""",74695,416699,2013,"""Chennai""",9
1310,"""2019 Renault Kwid""","""Manual""","""1st Owner""","""Petrol""","""Renault-Kwid""",31836,427099,2019,"""Chennai""",3
1311,"""2017 Ford New Figo""","""Manual""","""2nd Owner""","""Diesel""","""Ford-New""",74921,485899,2017,"""Chennai""",5
1312,"""2019 Volkswagen Vento""","""Automatic""","""2nd Owner""","""Petrol""","""Volkswagen-Vento""",23852,984399,2019,"""Chennai""",3
1313,"""2014 Hyundai i10""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-i10""",52480,355999,2014,"""Chennai""",8
1314,"""2019 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",5842,542799,2019,"""Chennai""",3
1315,"""2020 Maruti New  Wagon-R""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-New""",15270,534999,2020,"""Chennai""",2
1316,"""2015 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",35559,403399,2015,"""Chennai""",7
1317,"""2013 Nissan Micra""","""Manual""","""1st Owner""","""Petrol""","""Nissan-Micra""",62316,337499,2013,"""Chennai""",9
1318,"""2014 Hyundai i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i10""",50230,349099,2014,"""Chennai""",8
1319,"""2018 Volkswagen Ameo""",,"""1st Owner""","""Petrol""","""Volkswagen-Ameo""",23894,583499,2018,"""Chennai""",4
1320,"""2014 Hyundai i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i10""",49574,355999,2014,"""Chennai""",8
1321,"""2014 Honda City""","""Manual""","""2nd Owner""","""Petrol""","""Honda-City""",72187,625699,2014,"""Chennai""",8
1322,"""2019 Renault Kwid""","""Manual""","""1st Owner""","""Petrol""","""Renault-Kwid""",20271,440999,2019,"""Chennai""",3
1323,"""2018 Tata Tiago""","""Manual""","""1st Owner""","""Petrol""","""Tata-Tiago""",24009,496299,2018,"""Chennai""",4
1324,"""2018 Tata Tiago""","""Manual""","""2nd Owner""","""Petrol""","""Tata-Tiago""",22961,541599,2018,"""Chennai""",4
1325,"""2019 Renault TRIBER""","""Manual""","""1st Owner""","""Petrol""","""Renault-TRIBER""",29826,611799,2019,"""Chennai""",3
1326,"""2012 Toyota Etios Liva""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Etios""",159858,375599,2012,"""Chennai""",10
1327,"""2019 Maruti New  Wagon-R""","""Manual""","""1st Owner""","""Petrol""","""Maruti-New""",21592,543299,2019,"""Chennai""",3
1328,"""2016 Toyota Fortuner""","""Manual""","""2nd Owner""","""Diesel""","""Toyota-Fortuner""",47174,2101599,2016,"""Chennai""",6
1329,"""2011 Maruti Wagon R 1.0""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Wagon""",73415,285599,2011,"""Chennai""",11
1330,"""2019 Tata Tiago""","""Manual""","""1st Owner""","""Petrol""","""Tata-Tiago""",24722,518299,2019,"""Chennai""",3
1331,"""2020 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",17390,870299,2020,"""Chennai""",2
1332,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",17296,1217999,2020,"""Chennai""",2
1333,"""2019 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",94602,901799,2019,"""Chennai""",3
1334,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",14736,1772499,2019,"""Chennai""",3
1335,"""2016 Maruti Alto 800""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",18472,289499,2016,"""Chennai""",6
1336,"""2018 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",61004,814899,2018,"""Chennai""",4
1337,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",18908,587399,2017,"""Chennai""",5
1338,"""2018 Hyundai Verna""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Verna""",16676,938399,2018,"""Chennai""",4
1339,"""2019 Maruti Swift""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Swift""",61052,635599,2019,"""Chennai""",3
1340,"""2014 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",37093,476899,2014,"""Chennai""",8
1341,"""2017 Volkswagen Polo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",39249,555799,2017,"""Chennai""",5
1342,"""2014 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",48333,481999,2014,"""Chennai""",8
1343,"""2015 Maruti Alto 800""","""Manual""","""3rd Owner""","""Petrol""","""Maruti-Alto""",22851,262799,2015,"""Chennai""",7
1344,"""2020 Hyundai VENUE""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-VENUE""",18688,1024399,2020,"""Chennai""",2
1345,"""2019 Hyundai Elite i20""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-Elite""",14924,684799,2019,"""Chennai""",3
1346,"""2018 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",24921,464399,2018,"""Chennai""",4
1347,"""2014 Honda Amaze""","""Manual""","""2nd Owner""","""Petrol""","""Honda-Amaze""",63258,432299,2014,"""Chennai""",8
1348,"""2018 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",16706,469499,2018,"""Chennai""",4
1349,"""2017 Jeep Compass""","""Manual""","""1st Owner""","""Diesel""","""Jeep-Compass""",24777,1472599,2017,"""Chennai""",5
1350,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",33051,593799,2017,"""Chennai""",5
1351,"""2016 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",62241,788999,2016,"""Chennai""",6
1352,"""2019 Maruti New  Wagon-R""",,"""1st Owner""","""Petrol""","""Maruti-New""",25951,535799,2019,"""Chennai""",3
1353,"""2019 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",11673,751899,2019,"""Chennai""",3
1354,"""2014 Maruti Alto K10""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",45262,264699,2014,"""Chennai""",8
1355,"""2013 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",50534,403399,2013,"""Chennai""",9
1356,"""2018 Volkswagen Polo""","""Manual""","""2nd Owner""","""Petrol""","""Volkswagen-Polo""",47412,546499,2018,"""Chennai""",4
1357,"""2017 Volkswagen Polo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",59425,563299,2017,"""Chennai""",5
1358,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",26289,589499,2017,"""Chennai""",5
1359,"""2016 Maruti Celerio""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Celerio""",47589,427099,2016,"""Chennai""",6
1360,"""2014 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",82815,464799,2014,"""Chennai""",8
1361,"""2018 Honda Amaze""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Amaze""",44322,713999,2018,"""Chennai""",4
1362,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",60612,527799,2017,"""Chennai""",5
1363,"""2014 Maruti Alto 800""","""Manual""","""3rd Owner""","""Petrol""","""Maruti-Alto""",40462,250799,2014,"""Chennai""",8
1364,"""2017 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",38593,396899,2017,"""Chennai""",5
1365,"""2019 Hyundai GRAND I10 NIOS""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-GRAND""",26560,676599,2019,"""Chennai""",3
1366,"""2016 Honda City""","""Manual""","""3rd Owner""","""Petrol""","""Honda-City""",54656,658399,2016,"""Chennai""",6
1367,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",41300,562399,2017,"""Chennai""",5
1368,"""2019 Hyundai GRAND I10 NIOS""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-GRAND""",11190,736399,2019,"""Chennai""",3
1369,"""2018 Maruti Swift""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Swift""",114177,680799,2018,"""Chennai""",4
1370,"""2018 Maruti Celerio""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Celerio""",26238,470799,2018,"""Chennai""",4
1371,"""2018 Tata Tiago""","""Manual""","""1st Owner""","""Petrol""","""Tata-Tiago""",29112,544099,2018,"""Chennai""",4
1372,"""2015 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",64491,508799,2015,"""Chennai""",7
1373,"""2016 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",40816,410299,2016,"""Chennai""",6
1374,"""2014 Honda Brio""","""Automatic""","""2nd Owner""","""Petrol""","""Honda-Brio""",42648,417299,2014,"""Chennai""",8
1375,"""2019 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",6129,598299,2019,"""Chennai""",3
1376,"""2017 Volkswagen Ameo""","""Manual""","""2nd Owner""","""Petrol""","""Volkswagen-Ameo""",26340,507499,2017,"""Chennai""",5
1377,"""2014 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",54988,271799,2014,"""Chennai""",8
1378,"""2019 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",18214,783599,2019,"""Chennai""",3
1379,"""2017 Hyundai Creta""",,"""2nd Owner""","""Diesel""","""Hyundai-Creta""",124182,832199,2017,"""Chennai""",5
1380,"""2017 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",30424,956899,2017,"""Chennai""",5
1381,"""2013 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",154154,410199,2013,"""Chennai""",9
1382,"""2016 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",36282,570899,2016,"""Chennai""",6
1383,"""2018 Volkswagen Polo""","""Manual""","""2nd Owner""","""Petrol""","""Volkswagen-Polo""",69205,538599,2018,"""Chennai""",4
1384,"""2016 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",75081,290499,2016,"""Chennai""",6
1385,"""2021 MG HECTOR""","""Manual""","""1st Owner""","""Petrol""","""MG-HECTOR""",7472,1657999,2021,"""Chennai""",1
1386,"""2017 Nissan Micra""","""Automatic""","""1st Owner""","""Petrol""","""Nissan-Micra""",30817,553399,2017,"""Chennai""",5
1387,"""2015 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",24508,453399,2015,"""Chennai""",7
1388,"""2019 Tata Hexa""","""Manual""","""1st Owner""","""Diesel""","""Tata-Hexa""",46581,1705799,2019,"""Chennai""",3
