Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
3508,"""2015 Mahindra XUV500""","""Manual""","""2nd Owner""","""Diesel""","""Mahindra-XUV500""",116379,783999,2015,"""Noida""",7
3509,"""2016 Nissan Terrano""","""Manual""","""2nd Owner""","""Petrol""","""Nissan-Terrano""",63088,534699,2016,"""Noida""",6
3510,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",31472,867899,2019,"""Noida""",3
3511,"""2017 Maruti Baleno""","""Automatic""","""3rd Owner""","""Petrol""","""Maruti-Baleno""",55089,566699,2017,"""Noida""",5
3512,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",19968,1038799,2019,"""Noida""",3
3513,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",8137,577099,2019,"""Noida""",3
3514,"""2016 Ford Ecosport""","""Automatic""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",51657,636299,2016,"""Noida""",6
3515,"""2014 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",33484,417299,2014,"""Noida""",8
3516,"""2020 MG HECTOR PLUS""","""Manual""","""1st Owner""","""Petrol""","""MG-HECTOR""",2775,1837899,2020,"""Noida""",2
3517,"""2020 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",14603,1249899,2020,"""Noida""",2
3518,"""2016 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",65368,297799,2016,"""Noida""",6
3519,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol + CNG""","""Ford-Ecosport""",39392,821399,2018,"""Noida""",4
3520,"""2015 Honda City""","""Manual""","""1st Owner""","""Diesel""","""Honda-City""",70976,554699,2015,"""Noida""",7
3521,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",26890,802299,2017,"""Noida""",5
3522,"""2015 Honda City""","""Manual""","""2nd Owner""","""Diesel""","""Honda-City""",195015,475699,2015,"""Noida""",7
3523,"""2019 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",24164,533699,2019,"""Noida""",3
3524,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",17923,389399,2018,"""Noida""",4
3525,"""2014 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",82295,964299,2014,"""Noida""",8
3526,"""2014 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",61754,401299,2014,"""Noida""",8
3527,"""2018 Ford Ecosport""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",22775,740399,2018,"""Noida""",4
3528,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",22464,692099,2016,"""Noida""",6
3529,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",37117,475199,2017,"""Noida""",5
3530,"""2018 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",30319,578099,2018,"""Noida""",4
3531,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",23054,672999,2017,"""Noida""",5
3532,"""2017 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",42616,898599,2017,"""Noida""",5
3533,"""2018 Hyundai Creta""","""Automatic""","""2nd Owner""","""Diesel""","""Hyundai-Creta""",79409,1111899,2018,"""Noida""",4
3534,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",23103,389899,2018,"""Noida""",4
3535,"""2014 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",167105,497299,2014,"""Noida""",8
3536,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",44672,801399,2019,"""Noida""",3
3537,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",11114,860999,2019,"""Noida""",3
3538,"""2018 Mahindra Scorpio""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-Scorpio""",16042,1183099,2018,"""Noida""",4
3539,"""2015 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",58015,442299,2015,"""Noida""",7
3540,"""2012 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",59831,347199,2012,"""Noida""",10
3541,"""2019 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",3014,401899,2019,"""Noida""",3
3542,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",72644,507499,2016,"""Noida""",6
3543,"""2018 Hyundai Creta""","""Automatic""","""2nd Owner""","""Diesel""","""Hyundai-Creta""",40655,1113799,2018,"""Noida""",4
3544,"""2017 Maruti Baleno""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Baleno""",78713,638699,2017,"""Noida""",5
3545,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",42478,544899,2016,"""Noida""",6
3546,"""2013 Honda Amaze""","""Manual""","""1st Owner""","""Diesel""","""Honda-Amaze""",50089,313699,2013,"""Noida""",9
3547,"""2014 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",76882,405399,2014,"""Noida""",8
3548,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",38771,502099,2017,"""Noida""",5
3549,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",36183,499999,2018,"""Noida""",4
3550,"""2020 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",29252,649599,2020,"""Noida""",2
3551,"""2013 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",75057,428699,2013,"""Noida""",9
3552,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",26212,689199,2019,"""Noida""",3
3553,"""2019 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",4210,401899,2019,"""Noida""",3
3554,"""2014 Honda City""","""Manual""","""2nd Owner""","""Diesel""","""Honda-City""",137612,396099,2014,"""Noida""",8
3555,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",36637,326899,2018,"""Noida""",4
3556,"""2014 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",78433,483799,2014,"""Noida""",8
3557,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",50122,834399,2019,"""Noida""",3
3558,"""2018 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",24379,818699,2018,"""Noida""",4
3559,"""2019 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",24501,799899,2019,"""Noida""",3
3560,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol + CNG""","""Maruti-Swift""",51330,559799,2017,"""Noida""",5
3561,"""2013 Honda Amaze""","""Manual""","""1st Owner""","""Diesel""","""Honda-Amaze""",73241,326099,2013,"""Noida""",9
3562,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",19699,384599,2018,"""Noida""",4
3563,"""2016 Mahindra Scorpio""","""Manual""","""2nd Owner""","""Diesel""","""Mahindra-Scorpio""",66530,1039599,2016,"""Noida""",6
3564,"""2016 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",85153,792799,2016,"""Noida""",6
3565,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",31879,585599,2018,"""Noida""",4
3566,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",34777,509699,2018,"""Noida""",4
3567,"""2017 Maruti Alto K10""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Alto""",25322,387299,2017,"""Noida""",5
3568,"""2016 Mahindra Scorpio""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-Scorpio""",74906,1151599,2016,"""Noida""",6
3569,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",30594,793399,2019,"""Noida""",3
3570,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",53689,874299,2019,"""Noida""",3
3571,"""2021 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Vitara""",7702,931299,2021,"""Noida""",1
3572,"""2015 Audi Q3""","""Manual""","""1st Owner""","""Diesel""","""Audi-Q3""",28309,1358299,2015,"""Noida""",7
3573,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",18960,450899,2020,"""Noida""",2
3574,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",23879,803199,2019,"""Noida""",3
3575,"""2021 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",4055,505599,2021,"""Noida""",1
3576,"""2014 Audi Q3""","""Manual""","""1st Owner""","""Diesel""","""Audi-Q3""",68298,1190399,2014,"""Noida""",8
3577,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",15724,813199,2019,"""Noida""",3
3578,"""2017 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",27217,349599,2017,"""Noida""",5
3579,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",53954,856099,2019,"""Noida""",3
3580,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",14723,821399,2018,"""Noida""",4
3581,"""2017 Maruti Baleno""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",63337,594999,2017,"""Noida""",5
3582,"""2017 Maruti Ciaz""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ciaz""",67255,618499,2017,"""Noida""",5
3583,"""2020 Maruti Vitara Brezza""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Vitara""",17557,1106099,2020,"""Noida""",2
3584,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",6879,445499,2020,"""Noida""",2
3585,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",38501,668299,2019,"""Noida""",3
3586,"""2018 Maruti Baleno""","""Manual""","""3rd Owner""","""Petrol""","""Maruti-Baleno""",23315,538399,2018,"""Noida""",4
3587,"""2018 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",24937,790799,2018,"""Noida""",4
3588,"""2015 Hyundai Grand i10""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Grand""",48022,404499,2015,"""Noida""",7
3589,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",70395,498399,2017,"""Noida""",5
3590,"""2016 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",18853,551799,2016,"""Noida""",6
3591,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",7166,415699,2019,"""Noida""",3
3592,"""2020 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",8513,381899,2020,"""Noida""",2
3593,"""2014 Renault Duster""","""Manual""","""2nd Owner""","""Diesel""","""Renault-Duster""",80062,417599,2014,"""Noida""",8
3594,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",35941,663099,2016,"""Noida""",6
3595,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",87555,492399,2016,"""Noida""",6
3596,"""2014 Honda City""","""Manual""","""1st Owner""","""Diesel""","""Honda-City""",86299,474099,2014,"""Noida""",8
3597,"""2017 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",47808,350499,2017,"""Noida""",5
3598,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",66221,757999,2019,"""Noida""",3
3599,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",50045,544799,2017,"""Noida""",5
3600,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",48434,531999,2017,"""Noida""",5
3601,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",37831,856899,2017,"""Noida""",5
3602,"""2017 Maruti Baleno""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Baleno""",90438,613699,2017,"""Noida""",5
3603,"""2019 Mahindra XUV 3OO""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV""",35785,1058299,2019,"""Noida""",3
3604,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",40129,922299,2017,"""Noida""",5
3605,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",36944,623499,2019,"""Noida""",3
3606,"""2015 Hyundai i20 Active""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",58072,537099,2015,"""Noida""",7
3607,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",63205,634899,2017,"""Noida""",5
3608,"""2017 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",85928,794399,2017,"""Noida""",5
3609,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",22037,757399,2017,"""Noida""",5
3610,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",64101,536499,2017,"""Noida""",5
3611,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",67786,437899,2014,"""Noida""",8
3612,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",14667,383999,2018,"""Noida""",4
3613,"""2017 Maruti Baleno""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Baleno""",72192,645199,2017,"""Noida""",5
3614,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",37721,808499,2019,"""Noida""",3
3615,"""2021 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",4642,445199,2021,"""Noida""",1
3616,"""2017 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",28444,726399,2017,"""Noida""",5
3617,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",30704,875299,2019,"""Noida""",3
3618,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",44628,556499,2017,"""Noida""",5
3619,"""2017 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",8433,779999,2017,"""Noida""",5
3620,"""2014 Mahindra Scorpio""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-Scorpio""",64347,650599,2014,"""Noida""",8
3621,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",39430,524999,2017,"""Noida""",5
3622,"""2017 Maruti Alto 800""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",22607,311099,2017,"""Noida""",5
3623,"""2018 Maruti Baleno""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Baleno""",29117,740899,2018,"""Noida""",4
3624,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",20047,311099,2017,"""Noida""",5
3625,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",59411,652499,2017,"""Noida""",5
3626,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",36642,735999,2016,"""Noida""",6
3627,"""2014 Audi Q5""","""Automatic""","""1st Owner""","""Diesel""","""Audi-Q5""",32976,1976899,2014,"""Noida""",8
3628,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",72728,640199,2017,"""Noida""",5
3629,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",13665,436999,2020,"""Noida""",2
3630,"""2014 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",48513,503599,2014,"""Noida""",8
3631,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",60628,659199,2018,"""Noida""",4
3632,"""2013 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",83316,399999,2013,"""Noida""",9
3633,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",40785,803199,2019,"""Noida""",3
3634,"""2017 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",51197,599399,2017,"""Noida""",5
3635,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",15523,455499,2020,"""Noida""",2
3636,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",35879,832799,2018,"""Noida""",4
3637,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",53046,831199,2018,"""Noida""",4
3638,"""2015 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",16964,508599,2015,"""Noida""",7
3639,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",50601,757899,2019,"""Noida""",3
3640,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",72470,483799,2014,"""Noida""",8
3641,"""2015 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",53904,625899,2015,"""Noida""",7
3642,"""2017 Maruti S Cross""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-S""",38538,871799,2017,"""Noida""",5
3643,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",20960,797899,2019,"""Noida""",3
3644,"""2017 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",40758,324499,2017,"""Noida""",5
3645,"""2018 Maruti Vitara Brezza""","""Manual""","""3rd Owner""","""Diesel""","""Maruti-Vitara""",52410,615699,2018,"""Noida""",4
3646,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",39101,463499,2014,"""Noida""",8
3647,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",13274,424299,2019,"""Noida""",3
3648,"""2015 Hyundai Elite i20""","""Manual""","""3rd Owner""","""Diesel""","""Hyundai-Elite""",141436,465099,2015,"""Noida""",7
3649,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",26769,729799,2016,"""Noida""",6
3650,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",11396,456099,2020,"""Noida""",2
3651,"""2015 Audi A6""","""Automatic""","""2nd Owner""","""Diesel""","""Audi-A6""",39292,1901999,2015,"""Noida""",7
3652,"""2015 Hyundai Grand i10""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Grand""",73886,397599,2015,"""Noida""",7
3653,"""2013 Hyundai i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",29974,306299,2013,"""Noida""",9
3654,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",18150,377599,2018,"""Noida""",4
3655,"""2016 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",30950,642399,2016,"""Noida""",6
3656,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",38083,398199,2019,"""Noida""",3
3657,"""2015 Hyundai i20 Active""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",83338,509699,2015,"""Noida""",7
3658,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",77362,582899,2016,"""Noida""",6
3659,"""2015 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Diesel""","""Hyundai-Elite""",53672,428399,2015,"""Noida""",7
3660,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",39162,556699,2019,"""Noida""",3
3661,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",31295,695199,2016,"""Noida""",6
3662,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",35325,528099,2017,"""Noida""",5
3663,"""2015 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",46911,629299,2015,"""Noida""",7
3664,"""2013 Hyundai i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",78468,354299,2013,"""Noida""",9
3665,"""2018 Maruti Vitara Brezza""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Vitara""",55470,883499,2018,"""Noida""",4
3666,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",44837,473399,2014,"""Noida""",8
3667,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",52027,371599,2019,"""Noida""",3
3668,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",40453,834199,2018,"""Noida""",4
3669,"""2018 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",43335,345199,2018,"""Noida""",4
3670,"""2018 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",55051,679499,2018,"""Noida""",4
3671,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",42240,726199,2017,"""Noida""",5
3672,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",27613,696999,2016,"""Noida""",6
3673,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",32303,858399,2018,"""Noida""",4
3674,"""2018 Ford Ecosport""","""Manual""","""3rd Owner""","""Diesel""","""Ford-Ecosport""",57654,732499,2018,"""Noida""",4
3675,"""2016 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",67285,601199,2016,"""Noida""",6
3676,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",73060,447899,2014,"""Noida""",8
3677,"""2013 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Diesel""","""Hyundai-Grand""",50837,357199,2013,"""Noida""",9
3678,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",12404,414699,2019,"""Noida""",3
3679,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",79063,775199,2018,"""Noida""",4
